Name,Latitude,Longitude,Altitude
20 ft,32.85278005187195,-117.2667876922331,-6.096
20 ft,32.85278000631257,-117.2668090597336,-6.096
20 ft,32.85277875842881,-117.2668304236352,-6.096
20 ft,32.8527642934846,-117.2668474745439,-6.096
20 ft,32.85276187967238,-117.2668517407472,-6.096
20 ft,32.85276063178137,-117.266873104644,-6.096
20 ft,32.85274616683135,-117.2668901555422,-6.096
20 ft,32.8527281349671,-117.2668883920164,-6.096
20 ft,32.85271009125283,-117.2668921842522,-6.096
20 ft,32.85269205483073,-117.2668925575887,-6.096
20 ft,32.85267401795281,-117.2668931446113,-6.096
20 ft,32.85267161097524,-117.2668942057613,-6.096
20 ft,32.85265595053861,-117.2669080477426,-6.096
20 ft,32.85264962209097,-117.2669155075356,-6.096
20 ft,32.85264723195151,-117.2669368679842,-6.096
20 ft,32.85263782979062,-117.2669479509748,-6.096
20 ft,32.85261977695729,-117.2669560166628,-6.096
20 ft,32.85261255818757,-117.2669581317567,-6.096
20 ft,32.85260172777076,-117.2669623727726,-6.096
20 ft,32.85259303424627,-117.2669794408831,-6.096
20 ft,32.85258577441567,-117.2670007867316,-6.096
20 ft,32.85258358284017,-117.2670136007133,-6.096
20 ft,32.85257995758192,-117.2670221368987,-6.096
20 ft,32.85258354636226,-117.267030694692,-6.096
20 ft,32.85258487163254,-117.2670435192075,-6.096
20 ft,32.85258349164111,-117.2670563356192,-6.096
20 ft,32.8525828722296,-117.2670648808076,-6.096
20 ft,32.85258346731897,-117.2670677315597,-6.096
20 ft,32.85260150663003,-117.2670660049868,-6.096
20 ft,32.85260271125008,-117.2670649402403,-6.096
20 ft,32.85261956406561,-117.2670557862251,-6.096
20 ft,32.8526376100297,-117.2670509422021,-6.096
20 ft,32.85264948334191,-117.2670650803579,-6.096
20 ft,32.85265276428954,-117.2670864577929,-6.096
20 ft,32.85264530405841,-117.2671078030464,-6.096
20 ft,32.85263746499594,-117.2671188907022,-6.096
20 ft,32.85263022892415,-117.2671291254785,-6.096
20 ft,32.85261936653466,-117.2671483238168,-6.096
20 ft,32.85261791915816,-117.2671504561903,-6.096
20 ft,32.85260797973012,-117.267171794,-6.096
20 ft,32.85260278108483,-117.267193146014,-6.096
20 ft,32.85260122152871,-117.2671995514609,-6.096
20 ft,32.8525961396163,-117.2672144937008,-6.096
20 ft,32.8525957333236,-117.2672358600753,-6.096
20 ft,32.85258718522192,-117.2672572020412,-6.096
20 ft,32.85258302629863,-117.2672742837423,-6.096
20 ft,32.85258181483085,-117.2672785535302,-6.096
20 ft,32.85258152871306,-117.2672999202613,-6.096
20 ft,32.85257450928823,-117.2673212668016,-6.096
20 ft,32.85256487819766,-117.2673269359768,-6.096
20 ft,32.8525468274706,-117.2673340043753,-6.096
20 ft,32.85253598794518,-117.2673425188687,-6.096
20 ft,32.85252873717676,-117.2673595912835,-6.096
20 ft,32.85252752570607,-117.2673638610676,-6.096
20 ft,32.85251065600988,-117.267380904501,-6.096
20 ft,32.85250559690622,-117.2673851628717,-6.096
20 ft,32.85249257027268,-117.2674043546602,-6.096
20 ft,32.852491535126,-117.2674064882631,-6.096
20 ft,32.85248370267615,-117.2674278323344,-6.096
20 ft,32.85247804590552,-117.2674491829292,-6.096
20 ft,32.85249002400272,-117.2674705864308,-6.096
20 ft,32.85248156176093,-117.2674919286065,-6.096
20 ft,32.85247432315374,-117.2675033028951,-6.096
20 ft,32.85247009350635,-117.2675132617577,-6.096
20 ft,32.85246944668953,-117.2675346273786,-6.096
20 ft,32.85247240695706,-117.2675560038249,-6.096
20 ft,32.85246911480483,-117.2675773615061,-6.096
20 ft,32.85246793548178,-117.2675987255278,-6.096
20 ft,32.8524698650554,-117.2676200988818,-6.096
20 ft,32.85247150268621,-117.2676414713602,-6.096
20 ft,32.85247402057468,-117.2676448027885,-6.096
20 ft,32.85248540448286,-117.2676628806617,-6.096
20 ft,32.85249198397034,-117.2676785699328,-6.096
20 ft,32.85249918602629,-117.2676842896089,-6.096
20 ft,32.85250997986428,-117.2676971425133,-6.096
20 ft,32.85252439006941,-117.2677057328636,-6.096
20 ft,32.85250994695021,-117.2677125271213,-6.096
20 ft,32.85250519887183,-117.2677270428041,-6.096
20 ft,32.85250746541814,-117.2677484171817,-6.096
20 ft,32.85250755327445,-117.2677697850164,-6.096
20 ft,32.85250981146493,-117.2677758459706,-6.096
20 ft,32.85251839564489,-117.2677911851564,-6.096
20 ft,32.85252778554632,-117.2678046037096,-6.096
20 ft,32.85253899055678,-117.2678126145995,-6.096
20 ft,32.8525457977633,-117.2678155410499,-6.096
20 ft,32.85256381997986,-117.2678218060277,-6.096
20 ft,32.85257789425432,-117.2678340990589,-6.096
20 ft,32.85258182142764,-117.2678377738588,-6.096
20 ft,32.85259984221413,-117.2678447063488,-6.096
20 ft,32.85260960975678,-117.2678555619394,-6.096
20 ft,32.85261782527519,-117.2678692618665,-6.096
20 ft,32.85262708420462,-117.2678769820428,-6.096
20 ft,32.85263583755505,-117.2678801670447,-6.096
20 ft,32.85265387306438,-117.2678802212396,-6.096
20 ft,32.85267187499696,-117.2678959589944,-6.096
20 ft,32.85267400104777,-117.2678984906322,-6.096
20 ft,32.85268986072327,-117.2679192648939,-6.096
20 ft,32.85269202356923,-117.2679199124067,-6.096
20 ft,32.85270787937482,-117.2679271921743,-6.096
20 ft,32.85271359373603,-117.2679413448527,-6.096
20 ft,32.85271958655574,-117.2679627304862,-6.096
20 ft,32.85272582244999,-117.2679704120888,-6.096
20 ft,32.85274256611312,-117.2679841671859,-6.096
20 ft,32.85274382433781,-117.2679861652978,-6.096
20 ft,32.85276130306573,-117.2680055911421,-6.096
20 ft,32.85276181632019,-117.2680065423384,-6.096
20 ft,32.85277900653366,-117.2680270120001,-6.096
20 ft,32.85277980643133,-117.2680277913905,-6.096
20 ft,32.85279780865218,-117.2680433856544,-6.096
20 ft,32.85281584953821,-117.2680409295668,-6.096
20 ft,32.85283387842106,-117.2680440768579,-6.096
20 ft,32.85284769602952,-117.2680485861716,-6.096
20 ft,32.85285189367841,-117.2680535846312,-6.096
20 ft,32.85286992571924,-117.268055257575,-6.096
20 ft,32.85288235497735,-117.2680700580451,-6.096
20 ft,32.85288791762852,-117.2680756632516,-6.096
20 ft,32.85289942654052,-117.2680914770447,-6.096
20 ft,32.85290531862367,-117.2681128624299,-6.096
20 ft,32.8528904156106,-117.2681341852708,-6.096
20 ft,32.85288778859159,-117.268135886788,-6.096
20 ft,32.85287331804333,-117.2681555015034,-6.096
20 ft,32.85287620303104,-117.2681768778404,-6.096
20 ft,32.85288765618387,-117.268197669467,-6.096
20 ft,32.85288900750538,-117.2681982840214,-6.096
20 ft,32.85290566778909,-117.2682088755298,-6.096
20 ft,32.85292087454568,-117.2682197475628,-6.096
20 ft,32.85292367296626,-117.2682230798684,-6.096
20 ft,32.85294167284869,-117.2682397533335,-6.096
20 ft,32.85295973085736,-117.2682293112126,-6.096
20 ft,32.85297778382702,-117.2682212194421,-6.096
20 ft,32.85299581835086,-117.2682217327575,-6.096
20 ft,32.85300800909233,-117.268241377419,-6.096
20 ft,32.8530137810106,-117.268255769413,-6.096
20 ft,32.85301782401809,-117.2682627746447,-6.096
20 ft,32.85301455259617,-117.2682841324922,-6.096
20 ft,32.85301450678098,-117.2683055000463,-6.096
20 ft,32.85301478285092,-117.2683268685692,-6.096
20 ft,32.85302364468388,-117.2683482629369,-6.096
20 ft,32.85303158326376,-117.2683646040009,-6.096
20 ft,32.85303433079185,-117.2683696628008,-6.096
20 ft,32.85303154264302,-117.2683835433312,-6.096
20 ft,32.85302994848325,-117.2683910173038,-6.096
20 ft,32.85303149451862,-117.2684059795024,-6.096
20 ft,32.85303689128833,-117.2684124059035,-6.096
20 ft,32.85304950558083,-117.2684174297331,-6.096
20 ft,32.85306132234614,-117.2684338471664,-6.096
20 ft,32.85306749748351,-117.2684378105454,-6.096
20 ft,32.8530770189311,-117.2684552621381,-6.096
20 ft,32.85307506133238,-117.2684766239493,-6.096
20 ft,32.85307480804284,-117.2684979908927,-6.096
20 ft,32.85306735465755,-117.2685043787412,-6.096
20 ft,32.85304932235991,-117.2685028286884,-6.096
20 ft,32.85303550572735,-117.2684978725191,-6.096
20 ft,32.85303130323362,-117.2684951403141,-6.096
20 ft,32.85302961406917,-117.2684978547742,-6.096
20 ft,32.85302233988124,-117.2685192005589,-6.096
20 ft,32.85301319413098,-117.2685293820016,-6.096
20 ft,32.85299514384782,-117.2685362128001,-6.096
20 ft,32.85298631731232,-117.2685404597401,-6.096
20 ft,32.8529770859851,-117.2685465751214,-6.096
20 ft,32.85295901963718,-117.268560890501,-6.096
20 ft,32.85295853686771,-117.2685617437342,-6.096
20 ft,32.8529525593246,-117.2685830934033,-6.096
20 ft,32.8529409084308,-117.2685961038225,-6.096
20 ft,32.85293135749386,-117.2686043971978,-6.096
20 ft,32.85292281721705,-117.2686219997538,-6.096
20 ft,32.85292193850141,-117.2686257364874,-6.096
20 ft,32.8529227877823,-117.2686357106511,-6.096
20 ft,32.85292853468395,-117.2686471240347,-6.096
20 ft,32.85294078464361,-117.2686537655184,-6.096
20 ft,32.85295054366211,-117.2686685580359,-6.096
20 ft,32.85295826163779,-117.2686899489743,-6.096
20 ft,32.8529587379847,-117.268692087129,-6.096
20 ft,32.85296333440208,-117.2687113319431,-6.096
20 ft,32.85297620537244,-117.268732738422,-6.096
20 ft,32.85297668368528,-117.2687339608505,-6.096
20 ft,32.85298325342032,-117.2687541273524,-6.096
20 ft,32.85299464514629,-117.2687684906133,-6.096
20 ft,32.85299994575778,-117.2687755453636,-6.096
20 ft,32.8530008490878,-117.2687969157755,-6.096
20 ft,32.85300127148179,-117.2688182847375,-6.096
20 ft,32.85301254676286,-117.2688308722758,-6.096
20 ft,32.85303056615803,-117.2688384258297,-6.096
20 ft,32.85303537282891,-117.2688397552655,-6.096
20 ft,32.85304859005719,-117.2688438828458,-6.096
20 ft,32.8530666150646,-117.2688488239089,-6.096
20 ft,32.85307568460258,-117.2688612445403,-6.096
20 ft,32.85308109974925,-117.2688826285796,-6.096
20 ft,32.85308456917382,-117.2688867599634,-6.096
20 ft,32.85309268416465,-117.2689040312307,-6.096
20 ft,32.85309141182494,-117.2689253951026,-6.096
20 ft,32.85308444611088,-117.2689440222485,-6.096
20 ft,32.85308233610952,-117.2689467354319,-6.096
20 ft,32.85308440811579,-117.2689616992356,-6.096
20 ft,32.85308547644112,-117.2689681126145,-6.096
20 ft,32.85308439204076,-117.2689691777019,-6.096
20 ft,32.85306635358151,-117.2689704969552,-6.096
20 ft,32.85305388844783,-117.2689893850096,-6.096
20 ft,32.85305819392332,-117.2690107657028,-6.096
20 ft,32.85306261393613,-117.2690321467437,-6.096
20 ft,32.85306621314798,-117.2690358206266,-6.096
20 ft,32.85307718622677,-117.2690535584274,-6.096
20 ft,32.85308200038784,-117.2690749406646,-6.096
20 ft,32.85308414626071,-117.2690834941922,-6.096
20 ft,32.85308952935565,-117.269096331099,-6.096
20 ft,32.85310213275153,-117.2691063407318,-6.096
20 ft,32.85312015797972,-117.2691111741705,-6.096
20 ft,32.85313819922121,-117.2691085618269,-6.096
20 ft,32.8531533290952,-117.2691178914093,-6.096
20 ft,32.85315620556934,-117.2691221736217,-6.096
20 ft,32.853162139178,-117.2691392857323,-6.096
20 ft,32.8531561372868,-117.2691539197805,-6.096
20 ft,32.85315215503836,-117.2691606233136,-6.096
20 ft,32.85313839043591,-117.2691819494749,-6.096
20 ft,32.85313802758054,-117.2691883585386,-6.096
20 ft,32.85313168290844,-117.2692032969405,-6.096
20 ft,32.85311995446291,-117.2692057867843,-6.096
20 ft,32.85310241946942,-117.2692245762833,-6.096
20 ft,32.85310187669351,-117.2692253759137,-6.096
20 ft,32.85308381072872,-117.2692394774794,-6.096
20 ft,32.85307297563117,-117.2692458550673,-6.096
20 ft,32.85306574487726,-117.2692535256213,-6.096
20 ft,32.85306109837148,-117.2692671868972,-6.096
20 ft,32.85306570530235,-117.2692719164329,-6.096
20 ft,32.85307175308773,-117.2692885867848,-6.096
20 ft,32.85308040379263,-117.2693099806234,-6.096
20 ft,32.85308127899383,-117.2693313509745,-6.096
20 ft,32.85306812861258,-117.2693526789483,-6.096
20 ft,32.85306552361053,-117.2693563341174,-6.096
20 ft,32.85304896877818,-117.269373988757,-6.096
20 ft,32.85304741319095,-117.2693910783135,-6.096
20 ft,32.85304674817045,-117.2693953497458,-6.096
20 ft,32.85304740092379,-117.2693967761991,-6.096
20 ft,32.85305124255534,-117.2694167310275,-6.096
20 ft,32.85305537490739,-117.2694381112171,-6.096
20 ft,32.85304932717713,-117.2694594606378,-6.096
20 ft,32.85304725369405,-117.269465152456,-6.096
20 ft,32.85302919752149,-117.2694746945547,-6.096
20 ft,32.85301295244346,-117.2694807183801,-6.096
20 ft,32.85301114824677,-117.2694810334337,-6.096
20 ft,32.85300979630718,-117.2694807088395,-6.096
20 ft,32.85299312890955,-117.2694734711445,-6.096
20 ft,32.85298062046197,-117.269459252961,-6.096
20 ft,32.85297514659352,-117.2694487169372,-6.096
20 ft,32.85296624491896,-117.2694592095089,-6.096
20 ft,32.85296045967723,-117.2694805597002,-6.096
20 ft,32.85295700100163,-117.2694997802035,-6.096
20 ft,32.85295663569777,-117.2695019158179,-6.096
20 ft,32.85295658967468,-117.269523283356,-6.096
20 ft,32.85295694949991,-117.2695236914375,-6.096
20 ft,32.8529749457737,-117.2695419592591,-6.096
20 ft,32.85297993430709,-117.2695447216181,-6.096
20 ft,32.85299294651634,-117.2695581513781,-6.096
20 ft,32.85299696928728,-117.2695661408121,-6.096
20 ft,32.85300009749921,-117.2695875179589,-6.096
20 ft,32.85299946652657,-117.2696088837382,-6.096
20 ft,32.85300271075132,-117.2696302612379,-6.096
20 ft,32.85300307460364,-117.2696516300266,-6.096
20 ft,32.85299270372936,-117.2696708295587,-6.096
20 ft,32.85297468043675,-117.2696651079888,-6.096
20 ft,32.85296417691811,-117.2696515123686,-6.096
20 ft,32.85295670076564,-117.2696391439966,-6.096
20 ft,32.85295243677501,-117.2696301091809,-6.096
20 ft,32.85294901766077,-117.2696087311643,-6.096
20 ft,32.85293877244666,-117.2695893435904,-6.096
20 ft,32.85293697321857,-117.2695873270656,-6.096
20 ft,32.85292078546622,-117.2695667651312,-6.096
20 ft,32.85292001437612,-117.2695659081123,-6.096
20 ft,32.85290792371986,-117.2695445038867,-6.096
20 ft,32.85290280374959,-117.2695417411305,-6.096
20 ft,32.85288476858538,-117.2695415278634,-6.096
20 ft,32.85287918770251,-117.2695444170006,-6.096
20 ft,32.85286930414478,-117.2695657547729,-6.096
20 ft,32.85286665623821,-117.2695771428237,-6.096
20 ft,32.85286242642631,-117.2695871016304,-6.096
20 ft,32.85286378317255,-117.2696084733882,-6.096
20 ft,32.85286598775161,-117.2696298477109,-6.096
20 ft,32.85286076769873,-117.2696511995767,-6.096
20 ft,32.85284939881014,-117.2696725328396,-6.096
20 ft,32.85284841354223,-117.2696732420967,-6.096
20 ft,32.85284686920926,-117.2696725251874,-6.096
20 ft,32.85283041231703,-117.2696572806153,-6.096
20 ft,32.8528261626965,-117.2696510949039,-6.096
20 ft,32.85282055215789,-117.2696297102888,-6.096
20 ft,32.85281247167569,-117.2696132022503,-6.096
20 ft,32.85280767270319,-117.2696083036929,-6.096
20 ft,32.85279446227504,-117.2696010316187,-6.096
20 ft,32.85278156730595,-117.2695868571072,-6.096
20 ft,32.85277646700622,-117.2695823010553,-6.096
20 ft,32.8527590226759,-117.2695654213012,-6.096
20 ft,32.85275847081967,-117.2695639951565,-6.096
20 ft,32.85275125354147,-117.2695653978088,-6.096
20 ft,32.85274327190833,-117.2695867412998,-6.096
20 ft,32.85274124192673,-117.2696081027865,-6.096
20 ft,32.85274032636191,-117.2696145101482,-6.096
20 ft,32.85273748858732,-117.2696294590599,-6.096
20 ft,32.85272329468538,-117.2696507837511,-6.096
20 ft,32.85272221027922,-117.269651848826,-6.096
20 ft,32.85270635079008,-117.2696721001169,-6.096
20 ft,32.85270410646633,-117.2696834893646,-6.096
20 ft,32.8526860623634,-117.2696874233908,-6.096
20 ft,32.85267682012487,-117.2696720107865,-6.096
20 ft,32.85267428966152,-117.2696506355225,-6.096
20 ft,32.85266813368879,-117.2696377963862,-6.096
20 ft,32.8526500966475,-117.2696384539834,-6.096
20 ft,32.85263204149488,-117.2696475162367,-6.096
20 ft,32.85261941006119,-117.269650469525,-6.096
20 ft,32.85261399493707,-117.2696525898528,-6.096
20 ft,32.85260858902199,-117.269650436794,-6.096
20 ft,32.85259994509231,-117.2696290430567,-6.096
20 ft,32.85259601744582,-117.2696256123814,-6.096
20 ft,32.85258409571467,-117.2696076275323,-6.096
20 ft,32.85257803239865,-117.2696021391061,-6.096
20 ft,32.85255999316267,-117.2696038152737,-6.096
20 ft,32.85255682885901,-117.26960754507,-6.096
20 ft,32.85254191161565,-117.2696251281687,-6.096
20 ft,32.85253829643123,-117.2696288565999,-6.096
20 ft,32.85252385193605,-117.2696362915754,-6.096
20 ft,32.85251042421346,-117.2696501398706,-6.096
20 ft,32.85250577544868,-117.2696552540307,-6.096
20 ft,32.85248773871356,-117.2696557693028,-6.096
20 ft,32.85246968785731,-117.269662837182,-6.096
20 ft,32.8524678659283,-117.269671378703,-6.096
20 ft,32.85246966739112,-117.2696723338025,-6.096
20 ft,32.85248768468275,-117.269680840363,-6.096
20 ft,32.85249607547719,-117.2696928316028,-6.096
20 ft,32.85250565229305,-117.2697123966763,-6.096
20 ft,32.85250673044934,-117.2697142314055,-6.096
20 ft,32.852514980742,-117.2697356239376,-6.096
20 ft,32.85252360094377,-117.269752744149,-6.096
20 ft,32.85253441302839,-117.2697570503096,-6.096
20 ft,32.85254161802529,-117.2697613455292,-6.096
20 ft,32.85254307005242,-117.2697570765053,-6.096
20 ft,32.85255610176562,-117.2697357483575,-6.096
20 ft,32.85255389335961,-117.269714374095,-6.096
20 ft,32.85254946056538,-117.2696929931043,-6.096
20 ft,32.85255984492642,-117.2696726065885,-6.096
20 ft,32.85256165048244,-117.2696716623992,-6.096
20 ft,32.85257792392336,-117.2696524807495,-6.096
20 ft,32.85259086801597,-117.2696717507818,-6.096
20 ft,32.85258775593501,-117.2696931089564,-6.096
20 ft,32.852578872477,-117.2697144496684,-6.096
20 ft,32.85259157149188,-117.2697358556784,-6.096
20 ft,32.8525957669237,-117.2697418513321,-6.096
20 ft,32.85260500915379,-117.2697572639296,-6.096
20 ft,32.85259570059111,-117.2697726203933,-6.096
20 ft,32.852583062705,-117.2697785651082,-6.096
20 ft,32.8525776487304,-117.2697801512543,-6.096
20 ft,32.85255960285846,-117.269784904232,-6.096
20 ft,32.8525469456217,-117.2697998233901,-6.096
20 ft,32.8525415074585,-117.2698126274702,-6.096
20 ft,32.85252348300924,-117.2698074447283,-6.096
20 ft,32.85251062825696,-117.2698210810486,-6.096
20 ft,32.85250620432718,-117.2698424352279,-6.096
20 ft,32.85251975425227,-117.2698638438143,-6.096
20 ft,32.85252052796821,-117.2698852137288,-6.096
20 ft,32.85251485263117,-117.2699065641184,-6.096
20 ft,32.85252323399483,-117.2699229065673,-6.096
20 ft,32.8525412891953,-117.2699138314329,-6.096
20 ft,32.85255242661627,-117.2699066778781,-6.096
20 ft,32.85255935198343,-117.2699012382587,-6.096
20 ft,32.85257738769481,-117.2699011979098,-6.096
20 ft,32.85258519105363,-117.2699067770764,-6.096
20 ft,32.85258995449506,-117.2699281590873,-6.096
20 ft,32.85259534668869,-117.2699367224176,-6.096
20 ft,32.85261336124236,-117.2699464895296,-6.096
20 ft,32.85263139119605,-117.2699491179742,-6.096
20 ft,32.85264942739378,-117.2699488520821,-6.096
20 ft,32.85265303259156,-117.2699497176836,-6.096
20 ft,32.85266320662806,-117.2699711160983,-6.096
20 ft,32.85265603223524,-117.2699924619765,-6.096
20 ft,32.85264932136069,-117.2699979971974,-6.096
20 ft,32.85263975416932,-117.2700137802777,-6.096
20 ft,32.85264924458969,-117.2700335740947,-6.096
20 ft,32.85264996253513,-117.2700351788004,-6.096
20 ft,32.852653832731,-117.2700565581278,-6.096
20 ft,32.85266246741605,-117.2700779518912,-6.096
20 ft,32.85266717015103,-117.2700845706858,-6.096
20 ft,32.85267570516084,-117.2700993596051,-6.096
20 ft,32.85267817109518,-117.2701207346863,-6.096
20 ft,32.85267025235408,-117.2701420783004,-6.096
20 ft,32.85266703127021,-117.2701489061805,-6.096
20 ft,32.85265261754476,-117.2701420248621,-6.096
20 ft,32.85264901237128,-117.2701411592529,-6.096
20 ft,32.8526472070168,-117.2701420084667,-6.096
20 ft,32.85263814313183,-117.2701633486011,-6.096
20 ft,32.85263091834317,-117.2701682107402,-6.096
20 ft,32.85261285647393,-117.2701803660614,-6.096
20 ft,32.85260666364701,-117.2701846207951,-6.096
20 ft,32.852594790517,-117.2701944138707,-6.096
20 ft,32.85257676393093,-117.2701902282323,-6.096
20 ft,32.85255871700006,-117.2701954645136,-6.096
20 ft,32.85254993447814,-117.270205816443,-6.096
20 ft,32.85254638430769,-117.2702271732608,-6.096
20 ft,32.85254994524873,-117.270248551634,-6.096
20 ft,32.85254052679721,-117.2702670416916,-6.096
20 ft,32.85253949006349,-117.2702698875163,-6.096
20 ft,32.85252244706121,-117.2702874640552,-6.096
20 ft,32.85250441732426,-117.2702847385088,-6.096
20 ft,32.85248638089508,-117.2702851111176,-6.096
20 ft,32.85246833615776,-117.2702893299856,-6.096
20 ft,32.852461118256,-117.2702910174753,-6.096
20 ft,32.85245029349751,-117.2702925871829,-6.096
20 ft,32.8524492148552,-117.2702909813852,-6.096
20 ft,32.85243849120593,-117.2702695813195,-6.096
20 ft,32.85243231767561,-117.2702649006,-6.096
20 ft,32.85241825326278,-117.2702481524171,-6.096
20 ft,32.85241432286443,-117.2702460037558,-6.096
20 ft,32.85240349698704,-117.2702481076844,-6.096
20 ft,32.85239627864107,-117.2702499851454,-6.096
20 ft,32.85238066908646,-117.2702694060218,-6.096
20 ft,32.85237818608743,-117.2702763429048,-6.096
20 ft,32.85237003893337,-117.2702907413307,-6.096
20 ft,32.85236115537369,-117.2703120819305,-6.096
20 ft,32.8523600701926,-117.2703135031112,-6.096
20 ft,32.85235245220463,-117.270333423073,-6.096
20 ft,32.85235012152707,-117.2703547835367,-6.096
20 ft,32.85234756756618,-117.270376143322,-6.096
20 ft,32.85235100958303,-117.2703975212926,-6.096
20 ft,32.85235731743251,-117.2704189079578,-6.096
20 ft,32.85234176720991,-117.2704372368323,-6.096
20 ft,32.85234107831418,-117.270440226228,-6.096
20 ft,32.85234173919313,-117.2704501997717,-6.096
20 ft,32.85234286883995,-117.270461599189,-6.096
20 ft,32.85234170224601,-117.2704672936902,-6.096
20 ft,32.85233946404077,-117.270482956388,-6.096
20 ft,32.85233582252749,-117.2705043128672,-6.096
20 ft,32.852341596934,-117.2705160113132,-6.096
20 ft,32.85235003402179,-117.2705257235201,-6.096
20 ft,32.85234315299314,-117.2705470701687,-6.096
20 ft,32.85234447073016,-117.2705684416975,-6.096
20 ft,32.85234858223019,-117.2705898217066,-6.096
20 ft,32.85235525597536,-117.2706112094954,-6.096
20 ft,32.85235788788976,-117.2706325850174,-6.096
20 ft,32.85235937255409,-117.2706362525162,-6.096
20 ft,32.85236770273446,-117.2706539823479,-6.096
20 ft,32.85236846974922,-117.2706753522119,-6.096
20 ft,32.85236022555218,-117.2706966947141,-6.096
20 ft,32.85236240191492,-117.2707180688564,-6.096
20 ft,32.85236435960452,-117.2707394423356,-6.096
20 ft,32.8523591193116,-117.2707533152392,-6.096
20 ft,32.8523559468826,-117.270760784319,-6.096
20 ft,32.85234688289236,-117.2707821243202,-6.096
20 ft,32.85234509755603,-117.270803486427,-6.096
20 ft,32.85234561810558,-117.2708248555381,-6.096
20 ft,32.85234091172312,-117.2708327777334,-6.096
20 ft,32.85233096314478,-117.2708461785441,-6.096
20 ft,32.85232283200994,-117.2708531468512,-6.096
20 ft,32.85231326782266,-117.2708674923053,-6.096
20 ft,32.85231930437927,-117.2708888781701,-6.096
20 ft,32.85232272071625,-117.2709045580361,-6.096
20 ft,32.85232751787578,-117.270910270653,-6.096
20 ft,32.85233925480868,-117.270931673848,-6.096
20 ft,32.85232261955223,-117.2709512814452,-6.096
20 ft,32.8523221349158,-117.2709529893432,-6.096
20 ft,32.85231577976257,-117.2709743375503,-6.096
20 ft,32.85231360047519,-117.2709956984482,-6.096
20 ft,32.85231359800793,-117.2710170659626,-6.096
20 ft,32.85230441375587,-117.2710298585531,-6.096
20 ft,32.85228638532848,-117.2710265357692,-6.096
20 ft,32.85226833621057,-117.2710327654805,-6.096
20 ft,32.8522595068683,-117.2710382690322,-6.096
20 ft,32.85225025831076,-117.2710522824214,-6.096
20 ft,32.85224405884191,-117.2710595895711,-6.096
20 ft,32.85223218919228,-117.2710677443311,-6.096
20 ft,32.85221881434665,-117.2710808803141,-6.096
